cq_id;use_case;scenario_step;dimension;question;sparql;required_features;pass_rule
CQ-100;UC-HTTP-3;;Quantification;How many times does the'header 'If-None-Match'?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>

SELECT ?feature WHERE {
  {
    SELECT ?feature (MAX(?present) AS ?anyPresent) WHERE {
      VALUES (?feature ?kind ?iri) {
      (""headers_any"" ""prop"" <http://www.w3.org/2011/http#headers>)
      (""headers_any"" ""prop"" <http://w3id.org/http#hdr>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#requestHeaderOfRequest>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#responseHeaderOfResponse>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#generalHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#payloadHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#representationHeaderOfMessage>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldName>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldValue>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrName>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrValue>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldName>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldValue>)
      }
      BIND(
        IF(?kind = ""class"",
          IF(
            EXISTS { ?iri rdf:type owl:Class } ||
            EXISTS { ?iri rdf:type rdfs:Class } ||
            EXISTS { ?iri rdfs:subClassOf ?x } ||
            EXISTS { ?x rdfs:subClassOf ?iri },
            1, 0
          ),
          IF(?kind = ""prop"",
            IF(
              EXISTS { ?iri rdf:type owl:ObjectProperty } ||
              EXISTS { ?iri rdf:type owl:DatatypeProperty } ||
              EXISTS { ?iri rdf:type rdf:Property } ||
              EXISTS { ?iri rdfs:subPropertyOf ?x } ||
              EXISTS { ?x rdfs:subPropertyOf ?iri } ||
              EXISTS { ?iri rdfs:domain ?x } ||
              EXISTS { ?iri rdfs:range ?x },
              1, 0
            ),
            IF(
              EXISTS { ?iri ?p ?o } ||
              EXISTS { ?s ?p ?iri },
              1, 0
            )
          )
        )
      AS ?present)
    }
    GROUP BY ?feature
  }
  FILTER(?anyPresent = 0)
}
";headers_any,header_fields;AND(strict): PASS if the query returns 0 rows (no missing required_features).
CQ-101;UC-HTTP-3;;Retrieval;Which messages include the'header 'Location'?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>

SELECT ?feature WHERE {
  {
    SELECT ?feature (MAX(?present) AS ?anyPresent) WHERE {
      VALUES (?feature ?kind ?iri) {
      (""message"" ""class"" <http://www.w3.org/2011/http#Message>)
      (""message"" ""class"" <http://w3id.org/http#Message>)
      (""message"" ""class"" <http://localhost/onto/ontowebpt#Message>)
      (""headers_any"" ""prop"" <http://www.w3.org/2011/http#headers>)
      (""headers_any"" ""prop"" <http://w3id.org/http#hdr>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#requestHeaderOfRequest>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#responseHeaderOfResponse>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#generalHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#payloadHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#representationHeaderOfMessage>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldName>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldValue>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrName>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrValue>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldName>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldValue>)
      }
      BIND(
        IF(?kind = ""class"",
          IF(
            EXISTS { ?iri rdf:type owl:Class } ||
            EXISTS { ?iri rdf:type rdfs:Class } ||
            EXISTS { ?iri rdfs:subClassOf ?x } ||
            EXISTS { ?x rdfs:subClassOf ?iri },
            1, 0
          ),
          IF(?kind = ""prop"",
            IF(
              EXISTS { ?iri rdf:type owl:ObjectProperty } ||
              EXISTS { ?iri rdf:type owl:DatatypeProperty } ||
              EXISTS { ?iri rdf:type rdf:Property } ||
              EXISTS { ?iri rdfs:subPropertyOf ?x } ||
              EXISTS { ?x rdfs:subPropertyOf ?iri } ||
              EXISTS { ?iri rdfs:domain ?x } ||
              EXISTS { ?iri rdfs:range ?x },
              1, 0
            ),
            IF(
              EXISTS { ?iri ?p ?o } ||
              EXISTS { ?s ?p ?iri },
              1, 0
            )
          )
        )
      AS ?present)
    }
    GROUP BY ?feature
  }
  FILTER(?anyPresent = 0)
}
";message,headers_any,header_fields;AND(strict): PASS if the query returns 0 rows (no missing required_features).
CQ-102;UC-HTTP-3;;Retrieval;What is the value dell'header 'Location' For each message that the contains?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>

SELECT ?feature WHERE {
  {
    SELECT ?feature (MAX(?present) AS ?anyPresent) WHERE {
      VALUES (?feature ?kind ?iri) {
      (""headers_any"" ""prop"" <http://www.w3.org/2011/http#headers>)
      (""headers_any"" ""prop"" <http://w3id.org/http#hdr>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#requestHeaderOfRequest>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#responseHeaderOfResponse>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#generalHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#payloadHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#representationHeaderOfMessage>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldName>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldValue>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrName>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrValue>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldName>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldValue>)
      }
      BIND(
        IF(?kind = ""class"",
          IF(
            EXISTS { ?iri rdf:type owl:Class } ||
            EXISTS { ?iri rdf:type rdfs:Class } ||
            EXISTS { ?iri rdfs:subClassOf ?x } ||
            EXISTS { ?x rdfs:subClassOf ?iri },
            1, 0
          ),
          IF(?kind = ""prop"",
            IF(
              EXISTS { ?iri rdf:type owl:ObjectProperty } ||
              EXISTS { ?iri rdf:type owl:DatatypeProperty } ||
              EXISTS { ?iri rdf:type rdf:Property } ||
              EXISTS { ?iri rdfs:subPropertyOf ?x } ||
              EXISTS { ?x rdfs:subPropertyOf ?iri } ||
              EXISTS { ?iri rdfs:domain ?x } ||
              EXISTS { ?iri rdfs:range ?x },
              1, 0
            ),
            IF(
              EXISTS { ?iri ?p ?o } ||
              EXISTS { ?s ?p ?iri },
              1, 0
            )
          )
        )
      AS ?present)
    }
    GROUP BY ?feature
  }
  FILTER(?anyPresent = 0)
}
";headers_any,header_fields;AND(strict): PASS if the query returns 0 rows (no missing required_features).
CQ-103;UC-HTTP-3;;Quantification;How many times does the'header 'Location'?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>

SELECT ?feature WHERE {
  {
    SELECT ?feature (MAX(?present) AS ?anyPresent) WHERE {
      VALUES (?feature ?kind ?iri) {
      (""headers_any"" ""prop"" <http://www.w3.org/2011/http#headers>)
      (""headers_any"" ""prop"" <http://w3id.org/http#hdr>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#requestHeaderOfRequest>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#responseHeaderOfResponse>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#generalHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#payloadHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#representationHeaderOfMessage>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldName>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldValue>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrName>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrValue>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldName>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldValue>)
      }
      BIND(
        IF(?kind = ""class"",
          IF(
            EXISTS { ?iri rdf:type owl:Class } ||
            EXISTS { ?iri rdf:type rdfs:Class } ||
            EXISTS { ?iri rdfs:subClassOf ?x } ||
            EXISTS { ?x rdfs:subClassOf ?iri },
            1, 0
          ),
          IF(?kind = ""prop"",
            IF(
              EXISTS { ?iri rdf:type owl:ObjectProperty } ||
              EXISTS { ?iri rdf:type owl:DatatypeProperty } ||
              EXISTS { ?iri rdf:type rdf:Property } ||
              EXISTS { ?iri rdfs:subPropertyOf ?x } ||
              EXISTS { ?x rdfs:subPropertyOf ?iri } ||
              EXISTS { ?iri rdfs:domain ?x } ||
              EXISTS { ?iri rdfs:range ?x },
              1, 0
            ),
            IF(
              EXISTS { ?iri ?p ?o } ||
              EXISTS { ?s ?p ?iri },
              1, 0
            )
          )
        )
      AS ?present)
    }
    GROUP BY ?feature
  }
  FILTER(?anyPresent = 0)
}
";headers_any,header_fields;AND(strict): PASS if the query returns 0 rows (no missing required_features).
CQ-104;UC-HTTP-3;;Retrieval;Which messages include the'header 'Referer'?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>

SELECT ?feature WHERE {
  {
    SELECT ?feature (MAX(?present) AS ?anyPresent) WHERE {
      VALUES (?feature ?kind ?iri) {
      (""message"" ""class"" <http://www.w3.org/2011/http#Message>)
      (""message"" ""class"" <http://w3id.org/http#Message>)
      (""message"" ""class"" <http://localhost/onto/ontowebpt#Message>)
      (""headers_any"" ""prop"" <http://www.w3.org/2011/http#headers>)
      (""headers_any"" ""prop"" <http://w3id.org/http#hdr>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#requestHeaderOfRequest>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#responseHeaderOfResponse>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#generalHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#payloadHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#representationHeaderOfMessage>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldName>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldValue>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrName>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrValue>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldName>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldValue>)
      }
      BIND(
        IF(?kind = ""class"",
          IF(
            EXISTS { ?iri rdf:type owl:Class } ||
            EXISTS { ?iri rdf:type rdfs:Class } ||
            EXISTS { ?iri rdfs:subClassOf ?x } ||
            EXISTS { ?x rdfs:subClassOf ?iri },
            1, 0
          ),
          IF(?kind = ""prop"",
            IF(
              EXISTS { ?iri rdf:type owl:ObjectProperty } ||
              EXISTS { ?iri rdf:type owl:DatatypeProperty } ||
              EXISTS { ?iri rdf:type rdf:Property } ||
              EXISTS { ?iri rdfs:subPropertyOf ?x } ||
              EXISTS { ?x rdfs:subPropertyOf ?iri } ||
              EXISTS { ?iri rdfs:domain ?x } ||
              EXISTS { ?iri rdfs:range ?x },
              1, 0
            ),
            IF(
              EXISTS { ?iri ?p ?o } ||
              EXISTS { ?s ?p ?iri },
              1, 0
            )
          )
        )
      AS ?present)
    }
    GROUP BY ?feature
  }
  FILTER(?anyPresent = 0)
}
";message,headers_any,header_fields;AND(strict): PASS if the query returns 0 rows (no missing required_features).
CQ-105;UC-HTTP-3;;Retrieval;What is the value dell'header 'Referer' For each message that the contains?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>

SELECT ?feature WHERE {
  {
    SELECT ?feature (MAX(?present) AS ?anyPresent) WHERE {
      VALUES (?feature ?kind ?iri) {
      (""headers_any"" ""prop"" <http://www.w3.org/2011/http#headers>)
      (""headers_any"" ""prop"" <http://w3id.org/http#hdr>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#requestHeaderOfRequest>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#responseHeaderOfResponse>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#generalHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#payloadHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#representationHeaderOfMessage>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldName>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldValue>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrName>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrValue>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldName>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldValue>)
      }
      BIND(
        IF(?kind = ""class"",
          IF(
            EXISTS { ?iri rdf:type owl:Class } ||
            EXISTS { ?iri rdf:type rdfs:Class } ||
            EXISTS { ?iri rdfs:subClassOf ?x } ||
            EXISTS { ?x rdfs:subClassOf ?iri },
            1, 0
          ),
          IF(?kind = ""prop"",
            IF(
              EXISTS { ?iri rdf:type owl:ObjectProperty } ||
              EXISTS { ?iri rdf:type owl:DatatypeProperty } ||
              EXISTS { ?iri rdf:type rdf:Property } ||
              EXISTS { ?iri rdfs:subPropertyOf ?x } ||
              EXISTS { ?x rdfs:subPropertyOf ?iri } ||
              EXISTS { ?iri rdfs:domain ?x } ||
              EXISTS { ?iri rdfs:range ?x },
              1, 0
            ),
            IF(
              EXISTS { ?iri ?p ?o } ||
              EXISTS { ?s ?p ?iri },
              1, 0
            )
          )
        )
      AS ?present)
    }
    GROUP BY ?feature
  }
  FILTER(?anyPresent = 0)
}
";headers_any,header_fields;AND(strict): PASS if the query returns 0 rows (no missing required_features).
CQ-106;UC-HTTP-3;;Quantification;How many times does the'header 'Referer'?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>

SELECT ?feature WHERE {
  {
    SELECT ?feature (MAX(?present) AS ?anyPresent) WHERE {
      VALUES (?feature ?kind ?iri) {
      (""headers_any"" ""prop"" <http://www.w3.org/2011/http#headers>)
      (""headers_any"" ""prop"" <http://w3id.org/http#hdr>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#requestHeaderOfRequest>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#responseHeaderOfResponse>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#generalHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#payloadHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#representationHeaderOfMessage>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldName>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldValue>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrName>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrValue>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldName>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldValue>)
      }
      BIND(
        IF(?kind = ""class"",
          IF(
            EXISTS { ?iri rdf:type owl:Class } ||
            EXISTS { ?iri rdf:type rdfs:Class } ||
            EXISTS { ?iri rdfs:subClassOf ?x } ||
            EXISTS { ?x rdfs:subClassOf ?iri },
            1, 0
          ),
          IF(?kind = ""prop"",
            IF(
              EXISTS { ?iri rdf:type owl:ObjectProperty } ||
              EXISTS { ?iri rdf:type owl:DatatypeProperty } ||
              EXISTS { ?iri rdf:type rdf:Property } ||
              EXISTS { ?iri rdfs:subPropertyOf ?x } ||
              EXISTS { ?x rdfs:subPropertyOf ?iri } ||
              EXISTS { ?iri rdfs:domain ?x } ||
              EXISTS { ?iri rdfs:range ?x },
              1, 0
            ),
            IF(
              EXISTS { ?iri ?p ?o } ||
              EXISTS { ?s ?p ?iri },
              1, 0
            )
          )
        )
      AS ?present)
    }
    GROUP BY ?feature
  }
  FILTER(?anyPresent = 0)
}
";headers_any,header_fields;AND(strict): PASS if the query returns 0 rows (no missing required_features).
CQ-107;UC-HTTP-3;;Retrieval;Which messages include the'header 'Connection'?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>

SELECT ?feature WHERE {
  {
    SELECT ?feature (MAX(?present) AS ?anyPresent) WHERE {
      VALUES (?feature ?kind ?iri) {
      (""message"" ""class"" <http://www.w3.org/2011/http#Message>)
      (""message"" ""class"" <http://w3id.org/http#Message>)
      (""message"" ""class"" <http://localhost/onto/ontowebpt#Message>)
      (""headers_any"" ""prop"" <http://www.w3.org/2011/http#headers>)
      (""headers_any"" ""prop"" <http://w3id.org/http#hdr>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#requestHeaderOfRequest>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#responseHeaderOfResponse>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#generalHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#payloadHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#representationHeaderOfMessage>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldName>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldValue>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrName>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrValue>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldName>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldValue>)
      }
      BIND(
        IF(?kind = ""class"",
          IF(
            EXISTS { ?iri rdf:type owl:Class } ||
            EXISTS { ?iri rdf:type rdfs:Class } ||
            EXISTS { ?iri rdfs:subClassOf ?x } ||
            EXISTS { ?x rdfs:subClassOf ?iri },
            1, 0
          ),
          IF(?kind = ""prop"",
            IF(
              EXISTS { ?iri rdf:type owl:ObjectProperty } ||
              EXISTS { ?iri rdf:type owl:DatatypeProperty } ||
              EXISTS { ?iri rdf:type rdf:Property } ||
              EXISTS { ?iri rdfs:subPropertyOf ?x } ||
              EXISTS { ?x rdfs:subPropertyOf ?iri } ||
              EXISTS { ?iri rdfs:domain ?x } ||
              EXISTS { ?iri rdfs:range ?x },
              1, 0
            ),
            IF(
              EXISTS { ?iri ?p ?o } ||
              EXISTS { ?s ?p ?iri },
              1, 0
            )
          )
        )
      AS ?present)
    }
    GROUP BY ?feature
  }
  FILTER(?anyPresent = 0)
}
";message,headers_any,header_fields;AND(strict): PASS if the query returns 0 rows (no missing required_features).
CQ-108;UC-HTTP-3;;Retrieval;What is the value dell'header 'Connection' For each message that the contains?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>

SELECT ?feature WHERE {
  {
    SELECT ?feature (MAX(?present) AS ?anyPresent) WHERE {
      VALUES (?feature ?kind ?iri) {
      (""headers_any"" ""prop"" <http://www.w3.org/2011/http#headers>)
      (""headers_any"" ""prop"" <http://w3id.org/http#hdr>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#requestHeaderOfRequest>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#responseHeaderOfResponse>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#generalHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#payloadHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#representationHeaderOfMessage>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldName>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldValue>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrName>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrValue>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldName>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldValue>)
      }
      BIND(
        IF(?kind = ""class"",
          IF(
            EXISTS { ?iri rdf:type owl:Class } ||
            EXISTS { ?iri rdf:type rdfs:Class } ||
            EXISTS { ?iri rdfs:subClassOf ?x } ||
            EXISTS { ?x rdfs:subClassOf ?iri },
            1, 0
          ),
          IF(?kind = ""prop"",
            IF(
              EXISTS { ?iri rdf:type owl:ObjectProperty } ||
              EXISTS { ?iri rdf:type owl:DatatypeProperty } ||
              EXISTS { ?iri rdf:type rdf:Property } ||
              EXISTS { ?iri rdfs:subPropertyOf ?x } ||
              EXISTS { ?x rdfs:subPropertyOf ?iri } ||
              EXISTS { ?iri rdfs:domain ?x } ||
              EXISTS { ?iri rdfs:range ?x },
              1, 0
            ),
            IF(
              EXISTS { ?iri ?p ?o } ||
              EXISTS { ?s ?p ?iri },
              1, 0
            )
          )
        )
      AS ?present)
    }
    GROUP BY ?feature
  }
  FILTER(?anyPresent = 0)
}
";headers_any,header_fields;AND(strict): PASS if the query returns 0 rows (no missing required_features).
CQ-109;UC-HTTP-3;;Quantification;How many times does the'header 'Connection'?;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>

SELECT ?feature WHERE {
  {
    SELECT ?feature (MAX(?present) AS ?anyPresent) WHERE {
      VALUES (?feature ?kind ?iri) {
      (""headers_any"" ""prop"" <http://www.w3.org/2011/http#headers>)
      (""headers_any"" ""prop"" <http://w3id.org/http#hdr>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#requestHeaderOfRequest>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#responseHeaderOfResponse>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#generalHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#payloadHeaderOfMessage>)
      (""headers_any"" ""prop"" <http://localhost/onto/ontowebpt#representationHeaderOfMessage>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldName>)
      (""header_fields"" ""prop"" <http://www.w3.org/2011/http#fieldValue>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrName>)
      (""header_fields"" ""prop"" <http://w3id.org/http#hdrValue>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldName>)
      (""header_fields"" ""prop"" <http://localhost/onto/ontowebpt#fieldValue>)
      }
      BIND(
        IF(?kind = ""class"",
          IF(
            EXISTS { ?iri rdf:type owl:Class } ||
            EXISTS { ?iri rdf:type rdfs:Class } ||
            EXISTS { ?iri rdfs:subClassOf ?x } ||
            EXISTS { ?x rdfs:subClassOf ?iri },
            1, 0
          ),
          IF(?kind = ""prop"",
            IF(
              EXISTS { ?iri rdf:type owl:ObjectProperty } ||
              EXISTS { ?iri rdf:type owl:DatatypeProperty } ||
              EXISTS { ?iri rdf:type rdf:Property } ||
              EXISTS { ?iri rdfs:subPropertyOf ?x } ||
              EXISTS { ?x rdfs:subPropertyOf ?iri } ||
              EXISTS { ?iri rdfs:domain ?x } ||
              EXISTS { ?iri rdfs:range ?x },
              1, 0
            ),
            IF(
              EXISTS { ?iri ?p ?o } ||
              EXISTS { ?s ?p ?iri },
              1, 0
            )
          )
        )
      AS ?present)
    }
    GROUP BY ?feature
  }
  FILTER(?anyPresent = 0)
}
";headers_any,header_fields;AND(strict): PASS if the query returns 0 rows (no missing required_features).
