cq_id;use_case;scenario_step;dimension;question
CQ00300;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List request–response exchanges associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of headers.
CQ00301;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Count request–response exchanges for UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of parameters.
CQ00302;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Retrieve URI targets associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by path.
CQ00303;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List URI targets associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of parameters.
CQ00304;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Show URI targets associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by method.
CQ00305;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Return URI targets associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of headers.
CQ00306;UC-2;Upload of capture artifacts through the Dashboard;Quantification;How many URI targets are available for UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of cookies.
CQ00307;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Show headers associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of headers.
CQ00308;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Return headers associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of cookies.
CQ00309;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Show headers associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by job identifier.
CQ00310;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List headers associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of parameters.
CQ00311;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Count headers for UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of headers.
CQ00312;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List cookies associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by timestamp window.
CQ00313;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List cookies associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by scheme and authority.
CQ00314;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List cookies associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of cookies.
CQ00315;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Retrieve cookies associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by status code.
CQ00316;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Count cookies for UC-2 during Upload of capture artifacts through the Dashboard filtered by status code.
CQ00317;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Return parameters associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by job identifier.
CQ00318;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List parameters associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by method.
CQ00319;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Enumerate parameters associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by status code.
CQ00320;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Retrieve parameters associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by dataset.
CQ00321;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Compute the number of parameters for UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of headers.
CQ00322;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Show HTML artifacts associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of cookies.
CQ00323;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List HTML artifacts associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by method.
CQ00324;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Enumerate HTML artifacts associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by path.
CQ00325;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List HTML artifacts associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by job identifier.
CQ00326;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Summarize the count of HTML artifacts for UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of a payload body.
CQ00327;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List findings associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of parameters.
CQ00328;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Show findings associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by status code.
CQ00329;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Enumerate findings associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by path.
CQ00330;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List findings associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by job identifier.
CQ00331;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Count findings for UC-2 during Upload of capture artifacts through the Dashboard filtered by job identifier.
CQ00332;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List ingestion jobs associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of cookies.
CQ00333;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Enumerate ingestion jobs associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by timestamp window.
CQ00334;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Show ingestion jobs associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of parameters.
CQ00335;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List ingestion jobs associated with UC-2 during Upload of capture artifacts through the Dashboard filtered by dataset.
CQ00336;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Summarize the count of ingestion jobs for UC-2 during Upload of capture artifacts through the Dashboard filtered by presence of parameters.
CQ00337;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Retrieve HTTP requests associated with UC-2 during PCAP capture workflow and artifact preparation filtered by path.
CQ00338;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Return HTTP requests associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of parameters.
CQ00339;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Retrieve HTTP requests associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of cookies.
CQ00340;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Enumerate HTTP requests associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of headers.
CQ00341;UC-2;PCAP capture workflow and artifact preparation;Quantification;Compute the number of HTTP requests for UC-2 during PCAP capture workflow and artifact preparation filtered by dataset.
CQ00342;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Return HTTP responses associated with UC-2 during PCAP capture workflow and artifact preparation filtered by job identifier.
CQ00343;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Enumerate HTTP responses associated with UC-2 during PCAP capture workflow and artifact preparation filtered by timestamp window.
CQ00344;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show HTTP responses associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of headers.
CQ00345;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show HTTP responses associated with UC-2 during PCAP capture workflow and artifact preparation filtered by dataset.
CQ00346;UC-2;PCAP capture workflow and artifact preparation;Quantification;Count HTTP responses for UC-2 during PCAP capture workflow and artifact preparation filtered by status code.
CQ00347;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Enumerate request–response exchanges associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of a payload body.
CQ00348;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Enumerate request–response exchanges associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of headers.
CQ00349;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Return request–response exchanges associated with UC-2 during PCAP capture workflow and artifact preparation filtered by status code.
CQ00350;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show request–response exchanges associated with UC-2 during PCAP capture workflow and artifact preparation filtered by job identifier.
CQ00351;UC-2;PCAP capture workflow and artifact preparation;Quantification;Summarize the count of request–response exchanges for UC-2 during PCAP capture workflow and artifact preparation filtered by scheme and authority.
CQ00352;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show URI targets associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of cookies.
CQ00353;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show URI targets associated with UC-2 during PCAP capture workflow and artifact preparation filtered by method.
CQ00354;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show URI targets associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of headers.
CQ00355;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show URI targets associated with UC-2 during PCAP capture workflow and artifact preparation filtered by status code.
CQ00356;UC-2;PCAP capture workflow and artifact preparation;Quantification;Compute the number of URI targets for UC-2 during PCAP capture workflow and artifact preparation filtered by job identifier.
CQ00357;UC-2;PCAP capture workflow and artifact preparation;Retrieval;List headers associated with UC-2 during PCAP capture workflow and artifact preparation filtered by timestamp window.
CQ00358;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Retrieve headers associated with UC-2 during PCAP capture workflow and artifact preparation filtered by scheme and authority.
CQ00359;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Return headers associated with UC-2 during PCAP capture workflow and artifact preparation filtered by dataset.
CQ00360;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Return headers associated with UC-2 during PCAP capture workflow and artifact preparation filtered by status code.
CQ00361;UC-2;PCAP capture workflow and artifact preparation;Quantification;How many headers are available for UC-2 during PCAP capture workflow and artifact preparation filtered by timestamp window.
CQ00362;UC-2;PCAP capture workflow and artifact preparation;Retrieval;List cookies associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of headers.
CQ00363;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show cookies associated with UC-2 during PCAP capture workflow and artifact preparation filtered by dataset.
CQ00364;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Retrieve cookies associated with UC-2 during PCAP capture workflow and artifact preparation filtered by job identifier.
CQ00365;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Return cookies associated with UC-2 during PCAP capture workflow and artifact preparation filtered by scheme and authority.
CQ00366;UC-2;PCAP capture workflow and artifact preparation;Quantification;Compute the number of cookies for UC-2 during PCAP capture workflow and artifact preparation filtered by status code.
CQ00367;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Enumerate parameters associated with UC-2 during PCAP capture workflow and artifact preparation filtered by dataset.
CQ00368;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Enumerate parameters associated with UC-2 during PCAP capture workflow and artifact preparation filtered by job identifier.
CQ00369;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show parameters associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of cookies.
CQ00370;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Return parameters associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of headers.
CQ00371;UC-2;PCAP capture workflow and artifact preparation;Quantification;Compute the number of parameters for UC-2 during PCAP capture workflow and artifact preparation filtered by timestamp window.
CQ00372;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show HTML artifacts associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of cookies.
CQ00373;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Retrieve HTML artifacts associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of headers.
CQ00374;UC-2;PCAP capture workflow and artifact preparation;Retrieval;List HTML artifacts associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of a payload body.
CQ00375;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Retrieve HTML artifacts associated with UC-2 during PCAP capture workflow and artifact preparation filtered by timestamp window.
CQ00376;UC-2;PCAP capture workflow and artifact preparation;Quantification;Count HTML artifacts for UC-2 during PCAP capture workflow and artifact preparation filtered by presence of cookies.
CQ00377;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Return findings associated with UC-2 during PCAP capture workflow and artifact preparation filtered by timestamp window.
CQ00378;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show findings associated with UC-2 during PCAP capture workflow and artifact preparation filtered by method.
CQ00379;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Enumerate findings associated with UC-2 during PCAP capture workflow and artifact preparation filtered by status code.
CQ00380;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Enumerate findings associated with UC-2 during PCAP capture workflow and artifact preparation filtered by dataset.
CQ00381;UC-2;PCAP capture workflow and artifact preparation;Quantification;Compute the number of findings for UC-2 during PCAP capture workflow and artifact preparation filtered by job identifier.
CQ00382;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show ingestion jobs associated with UC-2 during PCAP capture workflow and artifact preparation filtered by path.
CQ00383;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Retrieve ingestion jobs associated with UC-2 during PCAP capture workflow and artifact preparation filtered by status code.
CQ00384;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show ingestion jobs associated with UC-2 during PCAP capture workflow and artifact preparation filtered by presence of a payload body.
CQ00385;UC-2;PCAP capture workflow and artifact preparation;Retrieval;List ingestion jobs associated with UC-2 during PCAP capture workflow and artifact preparation filtered by job identifier.
CQ00386;UC-2;PCAP capture workflow and artifact preparation;Quantification;How many ingestion jobs are available for UC-2 during PCAP capture workflow and artifact preparation filtered by timestamp window.
CQ00387;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve HTTP requests associated with UC-2 during Persistence execution and convergence validation filtered by presence of a payload body.
CQ00388;UC-2;Persistence execution and convergence validation;Retrieval;Return HTTP requests associated with UC-2 during Persistence execution and convergence validation filtered by scheme and authority.
CQ00389;UC-2;Persistence execution and convergence validation;Retrieval;List HTTP requests associated with UC-2 during Persistence execution and convergence validation filtered by job identifier.
CQ00390;UC-2;Persistence execution and convergence validation;Retrieval;List HTTP requests associated with UC-2 during Persistence execution and convergence validation filtered by dataset.
CQ00391;UC-2;Persistence execution and convergence validation;Quantification;Compute the number of HTTP requests for UC-2 during Persistence execution and convergence validation filtered by job identifier.
CQ00392;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve HTTP responses associated with UC-2 during Persistence execution and convergence validation filtered by presence of headers.
CQ00393;UC-2;Persistence execution and convergence validation;Retrieval;List HTTP responses associated with UC-2 during Persistence execution and convergence validation filtered by dataset.
CQ00394;UC-2;Persistence execution and convergence validation;Retrieval;Show HTTP responses associated with UC-2 during Persistence execution and convergence validation filtered by job identifier.
CQ00395;UC-2;Persistence execution and convergence validation;Retrieval;Return HTTP responses associated with UC-2 during Persistence execution and convergence validation filtered by presence of cookies.
CQ00396;UC-2;Persistence execution and convergence validation;Quantification;Count HTTP responses for UC-2 during Persistence execution and convergence validation filtered by path.
CQ00397;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve request–response exchanges associated with UC-2 during Persistence execution and convergence validation filtered by presence of parameters.
CQ00398;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve request–response exchanges associated with UC-2 during Persistence execution and convergence validation filtered by presence of headers.
CQ00399;UC-2;Persistence execution and convergence validation;Retrieval;Enumerate request–response exchanges associated with UC-2 during Persistence execution and convergence validation filtered by path.
CQ00400;UC-2;Persistence execution and convergence validation;Retrieval;Show request–response exchanges associated with UC-2 during Persistence execution and convergence validation filtered by scheme and authority.
CQ00401;UC-2;Persistence execution and convergence validation;Quantification;How many request–response exchanges are available for UC-2 during Persistence execution and convergence validation filtered by path.
CQ00402;UC-2;Persistence execution and convergence validation;Retrieval;Enumerate URI targets associated with UC-2 during Persistence execution and convergence validation filtered by path.
CQ00403;UC-2;Persistence execution and convergence validation;Retrieval;Return URI targets associated with UC-2 during Persistence execution and convergence validation filtered by timestamp window.
CQ00404;UC-2;Persistence execution and convergence validation;Retrieval;Return URI targets associated with UC-2 during Persistence execution and convergence validation filtered by presence of parameters.
CQ00405;UC-2;Persistence execution and convergence validation;Retrieval;Return URI targets associated with UC-2 during Persistence execution and convergence validation filtered by status code.
CQ00406;UC-2;Persistence execution and convergence validation;Quantification;Summarize the count of URI targets for UC-2 during Persistence execution and convergence validation filtered by presence of a payload body.
CQ00407;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve headers associated with UC-2 during Persistence execution and convergence validation filtered by presence of a payload body.
CQ00408;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve headers associated with UC-2 during Persistence execution and convergence validation filtered by job identifier.
CQ00409;UC-2;Persistence execution and convergence validation;Retrieval;Show headers associated with UC-2 during Persistence execution and convergence validation filtered by scheme and authority.
CQ00410;UC-2;Persistence execution and convergence validation;Retrieval;List headers associated with UC-2 during Persistence execution and convergence validation filtered by path.
CQ00411;UC-2;Persistence execution and convergence validation;Quantification;How many headers are available for UC-2 during Persistence execution and convergence validation filtered by method.
CQ00412;UC-2;Persistence execution and convergence validation;Retrieval;List cookies associated with UC-2 during Persistence execution and convergence validation filtered by method.
CQ00413;UC-2;Persistence execution and convergence validation;Retrieval;Return cookies associated with UC-2 during Persistence execution and convergence validation filtered by timestamp window.
CQ00414;UC-2;Persistence execution and convergence validation;Retrieval;Return cookies associated with UC-2 during Persistence execution and convergence validation filtered by path.
CQ00415;UC-2;Persistence execution and convergence validation;Retrieval;Enumerate cookies associated with UC-2 during Persistence execution and convergence validation filtered by dataset.
CQ00416;UC-2;Persistence execution and convergence validation;Quantification;Compute the number of cookies for UC-2 during Persistence execution and convergence validation filtered by presence of headers.
CQ00417;UC-2;Persistence execution and convergence validation;Retrieval;Return parameters associated with UC-2 during Persistence execution and convergence validation filtered by scheme and authority.
CQ00418;UC-2;Persistence execution and convergence validation;Retrieval;List parameters associated with UC-2 during Persistence execution and convergence validation filtered by status code.
CQ00419;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve parameters associated with UC-2 during Persistence execution and convergence validation filtered by presence of a payload body.
CQ00420;UC-2;Persistence execution and convergence validation;Retrieval;Show parameters associated with UC-2 during Persistence execution and convergence validation filtered by timestamp window.
CQ00421;UC-2;Persistence execution and convergence validation;Quantification;How many parameters are available for UC-2 during Persistence execution and convergence validation filtered by dataset.
CQ00422;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve HTML artifacts associated with UC-2 during Persistence execution and convergence validation filtered by presence of parameters.
CQ00423;UC-2;Persistence execution and convergence validation;Retrieval;Show HTML artifacts associated with UC-2 during Persistence execution and convergence validation filtered by path.
CQ00424;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve HTML artifacts associated with UC-2 during Persistence execution and convergence validation filtered by timestamp window.
CQ00425;UC-2;Persistence execution and convergence validation;Retrieval;List HTML artifacts associated with UC-2 during Persistence execution and convergence validation filtered by status code.
CQ00426;UC-2;Persistence execution and convergence validation;Quantification;How many HTML artifacts are available for UC-2 during Persistence execution and convergence validation filtered by scheme and authority.
CQ00427;UC-2;Persistence execution and convergence validation;Retrieval;List findings associated with UC-2 during Persistence execution and convergence validation filtered by presence of a payload body.
CQ00428;UC-2;Persistence execution and convergence validation;Retrieval;Return findings associated with UC-2 during Persistence execution and convergence validation filtered by job identifier.
CQ00429;UC-2;Persistence execution and convergence validation;Retrieval;Show findings associated with UC-2 during Persistence execution and convergence validation filtered by dataset.
CQ00430;UC-2;Persistence execution and convergence validation;Retrieval;Return findings associated with UC-2 during Persistence execution and convergence validation filtered by presence of headers.
CQ00431;UC-2;Persistence execution and convergence validation;Quantification;Summarize the count of findings for UC-2 during Persistence execution and convergence validation filtered by presence of a payload body.
CQ00432;UC-2;Persistence execution and convergence validation;Retrieval;Show ingestion jobs associated with UC-2 during Persistence execution and convergence validation filtered by presence of headers.
CQ00433;UC-2;Persistence execution and convergence validation;Retrieval;Enumerate ingestion jobs associated with UC-2 during Persistence execution and convergence validation filtered by path.
CQ00434;UC-2;Persistence execution and convergence validation;Retrieval;Show ingestion jobs associated with UC-2 during Persistence execution and convergence validation filtered by scheme and authority.
CQ00435;UC-2;Persistence execution and convergence validation;Retrieval;List ingestion jobs associated with UC-2 during Persistence execution and convergence validation filtered by presence of parameters.
CQ00436;UC-2;Persistence execution and convergence validation;Quantification;How many ingestion jobs are available for UC-2 during Persistence execution and convergence validation filtered by path.
CQ00437;UC-2;;Inspection;Given a selected HTTP request in UC-2, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ00438;UC-2;;Inspection;For a selected HTTP response in UC-2, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ00439;UC-2;;Inspection;Given a selected request–response exchange in UC-2, which details can be inspected: request details, response details, linking consistency, payload representations?
CQ00440;UC-2;Upload of capture artifacts through the Dashboard;Traceability;Drill down from a offline reconstruction to its related persisted exchanges in UC-2 during Upload of capture artifacts through the Dashboard without relying on manual string parsing.
CQ00441;UC-2;Upload of capture artifacts through the Dashboard;Traceability;Trace a ingestion job to its related persisted evidence set in UC-2 during Upload of capture artifacts through the Dashboard without relying on manual string parsing.
CQ00442;UC-2;Upload of capture artifacts through the Dashboard;Traceability;Drill down from a finding to its related supporting HTTP response in UC-2 during Upload of capture artifacts through the Dashboard without relying on manual string parsing.
CQ00443;UC-2;Upload of capture artifacts through the Dashboard;Traceability;Navigate a resolver to its related findings it produced in UC-2 during Upload of capture artifacts through the Dashboard without relying on manual string parsing.
CQ00444;UC-2;Upload of capture artifacts through the Dashboard;Traceability;Drill down from a finding to its related HTML artifacts used as anchors in UC-2 during Upload of capture artifacts through the Dashboard without relying on manual string parsing.
CQ00445;UC-2;Persistence execution and convergence validation;Traceability;Navigate a job identifier to its related real-time logs and persisted outputs in UC-2 during Persistence execution and convergence validation without relying on manual string parsing.
CQ00446;UC-2;Persistence execution and convergence validation;Traceability;Drill down from a resolver to its related findings it produced in UC-2 during Persistence execution and convergence validation without relying on manual string parsing.
CQ00447;UC-2;Persistence execution and convergence validation;Traceability;Drill down from a offline reconstruction to its related persisted exchanges in UC-2 during Persistence execution and convergence validation without relying on manual string parsing.
CQ00448;UC-2;Persistence execution and convergence validation;Traceability;Navigate a finding to its related supporting HTTP request in UC-2 during Persistence execution and convergence validation without relying on manual string parsing.
CQ00449;UC-2;Persistence execution and convergence validation;Traceability;Drill down from a finding to its related supporting HTTP response in UC-2 during Persistence execution and convergence validation without relying on manual string parsing.
CQ00450;UC-2;Reconstruction preview and curated selection;Traceability;Navigate a resolver to its related findings it produced in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ00451;UC-2;Reconstruction preview and curated selection;Traceability;Navigate a finding to its related supporting HTTP request in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ00452;UC-2;Reconstruction preview and curated selection;Traceability;Trace a finding to its related HTML artifacts used as anchors in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ00453;UC-2;Reconstruction preview and curated selection;Traceability;Drill down from a offline reconstruction to its related persisted exchanges in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ00454;UC-2;Reconstruction preview and curated selection;Traceability;Link a finding to its related supporting headers, cookies, and parameters in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ00455;UC-2;PCAP capture workflow and artifact preparation;Validation;What checks can validate that every persisted request is linked to its URI target for UC-2 during PCAP capture workflow and artifact preparation?
CQ00456;UC-2;PCAP capture workflow and artifact preparation;Validation;What checks can validate that binary payloads remain accessible through a base64-compatible representation for UC-2 during PCAP capture workflow and artifact preparation?
CQ00457;UC-2;PCAP capture workflow and artifact preparation;Validation;What checks can validate that drill-down paths remain deterministic and stable across runs for UC-2 during PCAP capture workflow and artifact preparation?
CQ00458;UC-2;PCAP capture workflow and artifact preparation;Validation;What checks can validate that named graph separation keeps evidence distinct from findings for UC-2 during PCAP capture workflow and artifact preparation?
CQ00459;UC-2;PCAP capture workflow and artifact preparation;Validation;What checks can validate that offline import produces comparable access paths to live browsing ingestion for UC-2 during PCAP capture workflow and artifact preparation?
CQ00460;UC-2;PCAP capture workflow and artifact preparation;Validation;What checks can validate that job monitoring states are consistent with stored outputs for UC-2 during PCAP capture workflow and artifact preparation?
CQ00461;UC-2;Persistence execution and convergence validation;Validation;What checks can validate that every persisted request is linked to its URI target for UC-2 during Persistence execution and convergence validation?
CQ00462;UC-2;Persistence execution and convergence validation;Validation;What checks can validate that binary payloads remain accessible through a base64-compatible representation for UC-2 during Persistence execution and convergence validation?
CQ00463;UC-2;Persistence execution and convergence validation;Validation;What checks can validate that named graph separation keeps evidence distinct from findings for UC-2 during Persistence execution and convergence validation?
CQ00464;UC-2;Persistence execution and convergence validation;Validation;What checks can validate that job monitoring states are consistent with stored outputs for UC-2 during Persistence execution and convergence validation?
CQ00465;UC-2;Persistence execution and convergence validation;Validation;What checks can validate that request–response pairing is preserved when available for UC-2 during Persistence execution and convergence validation?
CQ00466;UC-2;Persistence execution and convergence validation;Validation;What checks can validate that headers are represented as queryable resources rather than raw text blobs for UC-2 during Persistence execution and convergence validation?
CQ00467;UC-2;Upload of capture artifacts through the Dashboard;Validation;What checks can validate that job monitoring states are consistent with stored outputs for UC-2 during Upload of capture artifacts through the Dashboard?
CQ00468;UC-2;Upload of capture artifacts through the Dashboard;Validation;What checks can validate that resolver outputs preserve evidence anchoring and provenance links for UC-2 during Upload of capture artifacts through the Dashboard?
CQ00469;UC-2;Upload of capture artifacts through the Dashboard;Validation;What checks can validate that request–response pairing is preserved when available for UC-2 during Upload of capture artifacts through the Dashboard?
CQ00470;UC-2;Upload of capture artifacts through the Dashboard;Validation;What checks can validate that every persisted request is linked to its URI target for UC-2 during Upload of capture artifacts through the Dashboard?
CQ00471;UC-2;Upload of capture artifacts through the Dashboard;Validation;What checks can validate that drill-down paths remain deterministic and stable across runs for UC-2 during Upload of capture artifacts through the Dashboard?
CQ00472;UC-2;Upload of capture artifacts through the Dashboard;Validation;What checks can validate that named graph separation keeps evidence distinct from findings for UC-2 during Upload of capture artifacts through the Dashboard?
CQ00473;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve HTTP requests associated with UC-3 during Triggering resolver execution from the client interface filtered by scheme and authority.
CQ00474;UC-3;Triggering resolver execution from the client interface;Retrieval;List HTTP requests associated with UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
CQ00475;UC-3;Triggering resolver execution from the client interface;Retrieval;Return HTTP requests associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of parameters.
CQ00476;UC-3;Triggering resolver execution from the client interface;Retrieval;List HTTP requests associated with UC-3 during Triggering resolver execution from the client interface filtered by path.
CQ00477;UC-3;Triggering resolver execution from the client interface;Quantification;How many HTTP requests are available for UC-3 during Triggering resolver execution from the client interface filtered by dataset.
CQ00478;UC-3;Triggering resolver execution from the client interface;Retrieval;Return HTTP responses associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of headers.
CQ00479;UC-3;Triggering resolver execution from the client interface;Retrieval;Return HTTP responses associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of a payload body.
CQ00480;UC-3;Triggering resolver execution from the client interface;Retrieval;Return HTTP responses associated with UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
CQ00481;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve HTTP responses associated with UC-3 during Triggering resolver execution from the client interface filtered by job identifier.
CQ00482;UC-3;Triggering resolver execution from the client interface;Quantification;How many HTTP responses are available for UC-3 during Triggering resolver execution from the client interface filtered by presence of headers.
CQ00483;UC-3;Triggering resolver execution from the client interface;Retrieval;List request–response exchanges associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of parameters.
CQ00484;UC-3;Triggering resolver execution from the client interface;Retrieval;Show request–response exchanges associated with UC-3 during Triggering resolver execution from the client interface filtered by status code.
CQ00485;UC-3;Triggering resolver execution from the client interface;Retrieval;Return request–response exchanges associated with UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
