cq_id;use_case;scenario_step;dimension;question
CQ00470;UC-2;Upload of capture artifacts through the Dashboard;Validation;What checks can validate that every persisted request is linked to its URI target for UC-2 during Upload of capture artifacts through the Dashboard?
CQ00473;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve HTTP requests associated with UC-3 during Triggering resolver execution from the client interface filtered by scheme and authority.
CQ00474;UC-3;Triggering resolver execution from the client interface;Retrieval;List HTTP requests associated with UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
CQ00475;UC-3;Triggering resolver execution from the client interface;Retrieval;Return HTTP requests associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of parameters.
CQ00476;UC-3;Triggering resolver execution from the client interface;Retrieval;List HTTP requests associated with UC-3 during Triggering resolver execution from the client interface filtered by path.
CQ00477;UC-3;Triggering resolver execution from the client interface;Quantification;How many HTTP requests are available for UC-3 during Triggering resolver execution from the client interface filtered by dataset.
CQ00478;UC-3;Triggering resolver execution from the client interface;Retrieval;Return HTTP responses associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of headers.
CQ00479;UC-3;Triggering resolver execution from the client interface;Retrieval;Return HTTP responses associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of a payload body.
CQ00480;UC-3;Triggering resolver execution from the client interface;Retrieval;Return HTTP responses associated with UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
CQ00481;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve HTTP responses associated with UC-3 during Triggering resolver execution from the client interface filtered by job identifier.
CQ00482;UC-3;Triggering resolver execution from the client interface;Quantification;How many HTTP responses are available for UC-3 during Triggering resolver execution from the client interface filtered by presence of headers.
CQ00483;UC-3;Triggering resolver execution from the client interface;Retrieval;List request–response exchanges associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of parameters.
CQ00484;UC-3;Triggering resolver execution from the client interface;Retrieval;Show request–response exchanges associated with UC-3 during Triggering resolver execution from the client interface filtered by status code.
CQ00485;UC-3;Triggering resolver execution from the client interface;Retrieval;Return request–response exchanges associated with UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
CQ00486;UC-3;Triggering resolver execution from the client interface;Retrieval;Show request–response exchanges associated with UC-3 during Triggering resolver execution from the client interface filtered by method.
CQ00487;UC-3;Triggering resolver execution from the client interface;Quantification;Compute the number of request–response exchanges for UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
CQ00488;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve URI targets associated with UC-3 during Triggering resolver execution from the client interface filtered by scheme and authority.
CQ00489;UC-3;Triggering resolver execution from the client interface;Retrieval;Return URI targets associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of a payload body.
CQ00491;UC-3;Triggering resolver execution from the client interface;Retrieval;Return URI targets associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of headers.
CQ00492;UC-3;Triggering resolver execution from the client interface;Quantification;Compute the number of URI targets for UC-3 during Triggering resolver execution from the client interface filtered by presence of cookies.
CQ00493;UC-3;Triggering resolver execution from the client interface;Retrieval;Show headers associated with UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
CQ00494;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve headers associated with UC-3 during Triggering resolver execution from the client interface filtered by dataset.
CQ00495;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve headers associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of parameters.
CQ00496;UC-3;Triggering resolver execution from the client interface;Retrieval;Enumerate headers associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of headers.
CQ00497;UC-3;Triggering resolver execution from the client interface;Quantification;How many headers are available for UC-3 during Triggering resolver execution from the client interface filtered by presence of parameters.
CQ00498;UC-3;Triggering resolver execution from the client interface;Retrieval;Return cookies associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of parameters.
CQ00499;UC-3;Triggering resolver execution from the client interface;Retrieval;Return cookies associated with UC-3 during Triggering resolver execution from the client interface filtered by scheme and authority.
CQ00500;UC-3;Triggering resolver execution from the client interface;Retrieval;Retrieve cookies associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of cookies.
CQ00501;UC-3;Triggering resolver execution from the client interface;Retrieval;Return cookies associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of headers.
CQ00502;UC-3;Triggering resolver execution from the client interface;Quantification;How many cookies are available for UC-3 during Triggering resolver execution from the client interface filtered by scheme and authority.
CQ00503;UC-3;Triggering resolver execution from the client interface;Retrieval;Return parameters associated with UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
CQ00505;UC-3;Triggering resolver execution from the client interface;Retrieval;Enumerate parameters associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of cookies.
CQ00506;UC-3;Triggering resolver execution from the client interface;Retrieval;Return parameters associated with UC-3 during Triggering resolver execution from the client interface filtered by path.
CQ00507;UC-3;Triggering resolver execution from the client interface;Quantification;How many parameters are available for UC-3 during Triggering resolver execution from the client interface filtered by scheme and authority.
CQ00513;UC-3;Triggering resolver execution from the client interface;Retrieval;Return findings associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of cookies.
CQ00514;UC-3;Triggering resolver execution from the client interface;Retrieval;Enumerate findings associated with UC-3 during Triggering resolver execution from the client interface filtered by timestamp window.
CQ00515;UC-3;Triggering resolver execution from the client interface;Retrieval;List findings associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of parameters.
CQ00516;UC-3;Triggering resolver execution from the client interface;Retrieval;Enumerate findings associated with UC-3 during Triggering resolver execution from the client interface filtered by dataset.
CQ00517;UC-3;Triggering resolver execution from the client interface;Quantification;How many findings are available for UC-3 during Triggering resolver execution from the client interface filtered by path.
CQ00518;UC-3;Triggering resolver execution from the client interface;Retrieval;Return ingestion jobs associated with UC-3 during Triggering resolver execution from the client interface filtered by dataset.
CQ00519;UC-3;Triggering resolver execution from the client interface;Retrieval;List ingestion jobs associated with UC-3 during Triggering resolver execution from the client interface filtered by presence of a payload body.
CQ00520;UC-3;Triggering resolver execution from the client interface;Retrieval;List ingestion jobs associated with UC-3 during Triggering resolver execution from the client interface filtered by status code.
CQ00521;UC-3;Triggering resolver execution from the client interface;Retrieval;Return ingestion jobs associated with UC-3 during Triggering resolver execution from the client interface filtered by path.
CQ00522;UC-3;Triggering resolver execution from the client interface;Quantification;Compute the number of ingestion jobs for UC-3 during Triggering resolver execution from the client interface filtered by method.
CQ00523;UC-3;;Retrieval;Show HTTP requests associated with UC-3 filtered by scheme and authority.
CQ00524;UC-3;;Retrieval;Show HTTP requests associated with UC-3 filtered by dataset.
CQ00525;UC-3;;Retrieval;Show HTTP requests associated with UC-3 filtered by presence of cookies.
CQ00526;UC-3;;Retrieval;Return HTTP requests associated with UC-3 filtered by job identifier.
CQ00527;UC-3;;Quantification;How many HTTP requests are available for UC-3 filtered by method.
CQ00528;UC-3;;Retrieval;Retrieve HTTP responses associated with UC-3 filtered by timestamp window.
CQ00529;UC-3;;Retrieval;List HTTP responses associated with UC-3 filtered by presence of parameters.
CQ00530;UC-3;;Retrieval;Enumerate HTTP responses associated with UC-3 filtered by method.
CQ00531;UC-3;;Retrieval;Return HTTP responses associated with UC-3 filtered by dataset.
CQ00532;UC-3;;Quantification;How many HTTP responses are available for UC-3 filtered by job identifier.
CQ00533;UC-3;;Retrieval;Return request–response exchanges associated with UC-3 filtered by presence of headers.
CQ00534;UC-3;;Retrieval;Show request–response exchanges associated with UC-3 filtered by job identifier.
CQ00535;UC-3;;Retrieval;Return request–response exchanges associated with UC-3 filtered by method.
CQ00536;UC-3;;Retrieval;Show request–response exchanges associated with UC-3 filtered by status code.
CQ00537;UC-3;;Quantification;Count request–response exchanges for UC-3 filtered by dataset.
CQ00538;UC-3;;Retrieval;List URI targets associated with UC-3 filtered by presence of headers.
CQ00539;UC-3;;Retrieval;Return URI targets associated with UC-3 filtered by presence of a payload body.
CQ00540;UC-3;;Retrieval;Show URI targets associated with UC-3 filtered by timestamp window.
CQ00541;UC-3;;Retrieval;Enumerate URI targets associated with UC-3 filtered by method.
CQ00542;UC-3;;Quantification;Summarize the count of URI targets for UC-3 filtered by presence of a payload body.
CQ00543;UC-3;;Retrieval;Return headers associated with UC-3 filtered by presence of a payload body.
CQ00546;UC-3;;Retrieval;Retrieve headers associated with UC-3 filtered by status code.
CQ00549;UC-3;;Retrieval;Show cookies associated with UC-3 filtered by presence of a payload body.
CQ00555;UC-3;;Retrieval;Retrieve parameters associated with UC-3 filtered by presence of a payload body.
CQ00556;UC-3;;Retrieval;Retrieve parameters associated with UC-3 filtered by status code.
CQ00563;UC-3;;Retrieval;Retrieve findings associated with UC-3 filtered by path.
CQ00564;UC-3;;Retrieval;Retrieve findings associated with UC-3 filtered by presence of a payload body.
CQ00565;UC-3;;Retrieval;Retrieve findings associated with UC-3 filtered by presence of cookies.
CQ00566;UC-3;;Retrieval;Enumerate findings associated with UC-3 filtered by presence of parameters.
CQ00567;UC-3;;Quantification;Compute the number of findings for UC-3 filtered by presence of cookies.
CQ00568;UC-3;;Retrieval;Show ingestion jobs associated with UC-3 filtered by method.
CQ00569;UC-3;;Retrieval;List ingestion jobs associated with UC-3 filtered by presence of a payload body.
CQ00572;UC-3;;Quantification;How many ingestion jobs are available for UC-3 filtered by method.
CQ00573;UC-3;Observing job execution and inspecting produced findings;Retrieval;List HTTP requests associated with UC-3 during Observing job execution and inspecting produced findings filtered by dataset.
CQ00574;UC-3;Observing job execution and inspecting produced findings;Retrieval;Return HTTP requests associated with UC-3 during Observing job execution and inspecting produced findings filtered by presence of parameters.
CQ00575;UC-3;Observing job execution and inspecting produced findings;Retrieval;List HTTP requests associated with UC-3 during Observing job execution and inspecting produced findings filtered by timestamp window.
CQ00576;UC-3;Observing job execution and inspecting produced findings;Retrieval;Show HTTP requests associated with UC-3 during Observing job execution and inspecting produced findings filtered by presence of cookies.
CQ00577;UC-3;Observing job execution and inspecting produced findings;Quantification;Count HTTP requests for UC-3 during Observing job execution and inspecting produced findings filtered by timestamp window.
CQ00578;UC-3;Observing job execution and inspecting produced findings;Retrieval;Show HTTP responses associated with UC-3 during Observing job execution and inspecting produced findings filtered by presence of headers.
CQ00579;UC-3;Observing job execution and inspecting produced findings;Retrieval;List HTTP responses associated with UC-3 during Observing job execution and inspecting produced findings filtered by presence of cookies.
CQ00580;UC-3;Observing job execution and inspecting produced findings;Retrieval;Retrieve HTTP responses associated with UC-3 during Observing job execution and inspecting produced findings filtered by presence of a payload body.
CQ00581;UC-3;Observing job execution and inspecting produced findings;Retrieval;Return HTTP responses associated with UC-3 during Observing job execution and inspecting produced findings filtered by presence of parameters.
CQ00582;UC-3;Observing job execution and inspecting produced findings;Quantification;Compute the number of HTTP responses for UC-3 during Observing job execution and inspecting produced findings filtered by scheme and authority.
CQ00583;UC-3;Observing job execution and inspecting produced findings;Retrieval;Show request–response exchanges associated with UC-3 during Observing job execution and inspecting produced findings filtered by job identifier.
CQ00584;UC-3;Observing job execution and inspecting produced findings;Retrieval;Return request–response exchanges associated with UC-3 during Observing job execution and inspecting produced findings filtered by status code.
CQ00585;UC-3;Observing job execution and inspecting produced findings;Retrieval;List request–response exchanges associated with UC-3 during Observing job execution and inspecting produced findings filtered by path.
CQ00586;UC-3;Observing job execution and inspecting produced findings;Retrieval;Retrieve request–response exchanges associated with UC-3 during Observing job execution and inspecting produced findings filtered by presence of headers.
CQ00587;UC-3;Observing job execution and inspecting produced findings;Quantification;Count request–response exchanges for UC-3 during Observing job execution and inspecting produced findings filtered by scheme and authority.
CQ00623;UC-3;Provenance, typing, and named graph validation;Retrieval;Show HTTP requests associated with UC-3 during Provenance, typing, and named graph validation filtered by job identifier.
CQ00624;UC-3;Provenance, typing, and named graph validation;Retrieval;List HTTP requests associated with UC-3 during Provenance, typing, and named graph validation filtered by presence of cookies.
CQ00625;UC-3;Provenance, typing, and named graph validation;Retrieval;Retrieve HTTP requests associated with UC-3 during Provenance, typing, and named graph validation filtered by scheme and authority.
CQ00626;UC-3;Provenance, typing, and named graph validation;Retrieval;Return HTTP requests associated with UC-3 during Provenance, typing, and named graph validation filtered by method.
CQ00627;UC-3;Provenance, typing, and named graph validation;Quantification;Count HTTP requests for UC-3 during Provenance, typing, and named graph validation filtered by timestamp window.
CQ00628;UC-3;Provenance, typing, and named graph validation;Retrieval;Enumerate HTTP responses associated with UC-3 during Provenance, typing, and named graph validation filtered by path.
CQ00629;UC-3;Provenance, typing, and named graph validation;Retrieval;Enumerate HTTP responses associated with UC-3 during Provenance, typing, and named graph validation filtered by presence of headers.
CQ00630;UC-3;Provenance, typing, and named graph validation;Retrieval;List HTTP responses associated with UC-3 during Provenance, typing, and named graph validation filtered by job identifier.
CQ00631;UC-3;Provenance, typing, and named graph validation;Retrieval;Return HTTP responses associated with UC-3 during Provenance, typing, and named graph validation filtered by presence of cookies.
CQ00632;UC-3;Provenance, typing, and named graph validation;Quantification;How many HTTP responses are available for UC-3 during Provenance, typing, and named graph validation filtered by timestamp window.
CQ00633;UC-3;Provenance, typing, and named graph validation;Retrieval;Return request–response exchanges associated with UC-3 during Provenance, typing, and named graph validation filtered by job identifier.
CQ00634;UC-3;Provenance, typing, and named graph validation;Retrieval;List request–response exchanges associated with UC-3 during Provenance, typing, and named graph validation filtered by scheme and authority.
CQ00635;UC-3;Provenance, typing, and named graph validation;Retrieval;List request–response exchanges associated with UC-3 during Provenance, typing, and named graph validation filtered by timestamp window.
CQ00636;UC-3;Provenance, typing, and named graph validation;Retrieval;Return request–response exchanges associated with UC-3 during Provenance, typing, and named graph validation filtered by presence of a payload body.
CQ00637;UC-3;Provenance, typing, and named graph validation;Quantification;Summarize the count of request–response exchanges for UC-3 during Provenance, typing, and named graph validation filtered by presence of parameters.
CQ00638;UC-3;Provenance, typing, and named graph validation;Retrieval;List URI targets associated with UC-3 during Provenance, typing, and named graph validation filtered by dataset.
CQ00639;UC-3;Provenance, typing, and named graph validation;Retrieval;List URI targets associated with UC-3 during Provenance, typing, and named graph validation filtered by path.
CQ00640;UC-3;Provenance, typing, and named graph validation;Retrieval;Show URI targets associated with UC-3 during Provenance, typing, and named graph validation filtered by presence of headers.
CQ00641;UC-3;Provenance, typing, and named graph validation;Retrieval;Enumerate URI targets associated with UC-3 during Provenance, typing, and named graph validation filtered by timestamp window.
CQ00642;UC-3;Provenance, typing, and named graph validation;Quantification;Count URI targets for UC-3 during Provenance, typing, and named graph validation filtered by method.
CQ00643;UC-3;Provenance, typing, and named graph validation;Retrieval;Return headers associated with UC-3 during Provenance, typing, and named graph validation filtered by method.
CQ00644;UC-3;Provenance, typing, and named graph validation;Retrieval;Enumerate headers associated with UC-3 during Provenance, typing, and named graph validation filtered by presence of a payload body.
CQ00651;UC-3;Provenance, typing, and named graph validation;Retrieval;Return cookies associated with UC-3 during Provenance, typing, and named graph validation filtered by status code.
CQ00657;UC-3;Provenance, typing, and named graph validation;Quantification;Summarize the count of parameters for UC-3 during Provenance, typing, and named graph validation filtered by method.
CQ00664;UC-3;Provenance, typing, and named graph validation;Retrieval;Return findings associated with UC-3 during Provenance, typing, and named graph validation filtered by timestamp window.
CQ00665;UC-3;Provenance, typing, and named graph validation;Retrieval;Show findings associated with UC-3 during Provenance, typing, and named graph validation filtered by dataset.
CQ00666;UC-3;Provenance, typing, and named graph validation;Retrieval;Return findings associated with UC-3 during Provenance, typing, and named graph validation filtered by presence of cookies.
CQ00667;UC-3;Provenance, typing, and named graph validation;Quantification;Compute the number of findings for UC-3 during Provenance, typing, and named graph validation filtered by scheme and authority.
CQ00669;UC-3;Provenance, typing, and named graph validation;Retrieval;Enumerate ingestion jobs associated with UC-3 during Provenance, typing, and named graph validation filtered by presence of a payload body.
CQ00673;UC-3;;Inspection;Given a selected HTTP request in UC-3, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ00674;UC-3;;Inspection;Given a selected HTTP response in UC-3, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ00675;UC-3;;Inspection;For a selected request–response exchange in UC-3, which details can be inspected: request details, response details, linking consistency, payload representations?
CQ00678;UC-3;Explainable drill-down from findings to evidence anchors;Traceability;Link a URI target to its related all associated exchanges in UC-3 during Explainable drill-down from findings to evidence anchors without relying on manual string parsing.
CQ00679;UC-3;Explainable drill-down from findings to evidence anchors;Traceability;Trace a offline reconstruction to its related persisted exchanges in UC-3 during Explainable drill-down from findings to evidence anchors without relying on manual string parsing.
CQ00680;UC-3;Explainable drill-down from findings to evidence anchors;Traceability;Link a resolver to its related findings it produced in UC-3 during Explainable drill-down from findings to evidence anchors without relying on manual string parsing.
CQ00682;UC-3;Observing job execution and inspecting produced findings;Traceability;Navigate a finding to its related supporting HTTP request in UC-3 during Observing job execution and inspecting produced findings without relying on manual string parsing.
CQ00683;UC-3;Observing job execution and inspecting produced findings;Traceability;Trace a finding to its related supporting HTTP response in UC-3 during Observing job execution and inspecting produced findings without relying on manual string parsing.
CQ00684;UC-3;Observing job execution and inspecting produced findings;Traceability;Follow a finding to its related supporting headers, cookies, and parameters in UC-3 during Observing job execution and inspecting produced findings without relying on manual string parsing.
CQ00686;UC-3;Precondition validation on available evidence;Traceability;Trace a URI target to its related all associated exchanges in UC-3 during Precondition validation on available evidence without relying on manual string parsing.
CQ00687;UC-3;Precondition validation on available evidence;Traceability;Link a finding to its related supporting HTTP response in UC-3 during Precondition validation on available evidence without relying on manual string parsing.
CQ00688;UC-3;Precondition validation on available evidence;Traceability;Follow a offline reconstruction to its related persisted exchanges in UC-3 during Precondition validation on available evidence without relying on manual string parsing.
CQ00690;UC-3;Precondition validation on available evidence;Traceability;Drill down from a finding to its related supporting HTTP request in UC-3 during Precondition validation on available evidence without relying on manual string parsing.
CQ00692;UC-3;Provenance, typing, and named graph validation;Validation;What checks can validate that named graph separation keeps evidence distinct from findings for UC-3 during Provenance, typing, and named graph validation?
CQ00693;UC-3;Provenance, typing, and named graph validation;Validation;What checks can validate that resolver outputs preserve evidence anchoring and provenance links for UC-3 during Provenance, typing, and named graph validation?
CQ00697;UC-3;Observing job execution and inspecting produced findings;Validation;What checks can validate that request–response pairing is preserved when available for UC-3 during Observing job execution and inspecting produced findings?
CQ00698;UC-3;Observing job execution and inspecting produced findings;Validation;What checks can validate that every persisted request is linked to its URI target for UC-3 during Observing job execution and inspecting produced findings?
CQ00703;UC-3;Triggering resolver execution from the client interface;Validation;What checks can validate that request–response pairing is preserved when available for UC-3 during Triggering resolver execution from the client interface?
CQ00704;UC-3;Triggering resolver execution from the client interface;Validation;What checks can validate that named graph separation keeps evidence distinct from findings for UC-3 during Triggering resolver execution from the client interface?
CQ00706;UC-3;Triggering resolver execution from the client interface;Validation;What checks can validate that drill-down paths remain deterministic and stable across runs for UC-3 during Triggering resolver execution from the client interface?
CQ00707;UC-3;Triggering resolver execution from the client interface;Validation;What checks can validate that binary payloads remain accessible through a base64-compatible representation for UC-3 during Triggering resolver execution from the client interface?
CQ00708;UC-3;Triggering resolver execution from the client interface;Validation;What checks can validate that pagination remains deterministic for large listings for UC-3 during Triggering resolver execution from the client interface?
CQ00709;UC-4;;Retrieval;Return HTTP requests associated with UC-4 filtered by status code.
CQ00710;UC-4;;Retrieval;List HTTP requests associated with UC-4 filtered by timestamp window.
CQ00711;UC-4;;Retrieval;Show HTTP requests associated with UC-4 filtered by path.
CQ00712;UC-4;;Retrieval;Enumerate HTTP requests associated with UC-4 filtered by presence of cookies.
CQ00713;UC-4;;Quantification;Compute the number of HTTP requests for UC-4 filtered by presence of headers.
CQ00714;UC-4;;Retrieval;List HTTP responses associated with UC-4 filtered by scheme and authority.
CQ00715;UC-4;;Retrieval;Retrieve HTTP responses associated with UC-4 filtered by status code.
CQ00716;UC-4;;Retrieval;Show HTTP responses associated with UC-4 filtered by presence of parameters.
CQ00717;UC-4;;Retrieval;Retrieve HTTP responses associated with UC-4 filtered by dataset.
CQ00718;UC-4;;Quantification;Compute the number of HTTP responses for UC-4 filtered by method.
CQ00719;UC-4;;Retrieval;Return request–response exchanges associated with UC-4 filtered by presence of a payload body.
CQ00720;UC-4;;Retrieval;Return request–response exchanges associated with UC-4 filtered by presence of cookies.
CQ00721;UC-4;;Retrieval;Retrieve request–response exchanges associated with UC-4 filtered by path.
CQ00722;UC-4;;Retrieval;Retrieve request–response exchanges associated with UC-4 filtered by scheme and authority.
CQ00723;UC-4;;Quantification;How many request–response exchanges are available for UC-4 filtered by presence of parameters.
CQ00724;UC-4;;Retrieval;Return URI targets associated with UC-4 filtered by timestamp window.
CQ00725;UC-4;;Retrieval;List URI targets associated with UC-4 filtered by dataset.
CQ00726;UC-4;;Retrieval;Return URI targets associated with UC-4 filtered by presence of cookies.
CQ00727;UC-4;;Retrieval;List URI targets associated with UC-4 filtered by path.
CQ00728;UC-4;;Quantification;Count URI targets for UC-4 filtered by presence of headers.
CQ00734;UC-4;;Retrieval;List cookies associated with UC-4 filtered by method.
CQ00742;UC-4;;Retrieval;Retrieve parameters associated with UC-4 filtered by presence of a payload body.
CQ00749;UC-4;;Retrieval;Retrieve findings associated with UC-4 filtered by status code.
CQ00750;UC-4;;Retrieval;Return findings associated with UC-4 filtered by method.
CQ00752;UC-4;;Retrieval;Enumerate findings associated with UC-4 filtered by path.
CQ00759;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Enumerate HTTP requests associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of a payload body.
CQ00760;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;List HTTP requests associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by job identifier.
CQ00761;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Show HTTP requests associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by scheme and authority.
CQ00762;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Return HTTP requests associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of cookies.
CQ00763;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Quantification;Count HTTP requests for UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of headers.
CQ00764;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;List HTTP responses associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by scheme and authority.
CQ00765;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Enumerate HTTP responses associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of cookies.
CQ00766;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Enumerate HTTP responses associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of a payload body.
CQ00767;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Enumerate HTTP responses associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by path.
CQ00768;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Quantification;Summarize the count of HTTP responses for UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of parameters.
CQ00769;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Enumerate request–response exchanges associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by job identifier.
CQ00770;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Retrieve request–response exchanges associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by timestamp window.
CQ00771;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Show request–response exchanges associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by scheme and authority.
CQ00772;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Enumerate request–response exchanges associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of headers.
CQ00773;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Quantification;How many request–response exchanges are available for UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of headers.
CQ00774;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;List URI targets associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by scheme and authority.
CQ00775;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Enumerate URI targets associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of headers.
CQ00776;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Retrieve URI targets associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by path.
CQ00777;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;List URI targets associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of cookies.
CQ00778;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Quantification;Summarize the count of URI targets for UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by status code.
CQ00782;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Return headers associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by method.
CQ00789;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;List parameters associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of a payload body.
CQ00791;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Retrieve parameters associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by method.
CQ00793;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Quantification;Summarize the count of parameters for UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of a payload body.
CQ00799;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;List findings associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by dataset.
CQ00800;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Show findings associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of parameters.
CQ00801;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Show findings associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by timestamp window.
CQ00802;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;Retrieve findings associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by presence of cookies.
CQ00803;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Quantification;Compute the number of findings for UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by status code.
CQ00805;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;List ingestion jobs associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by status code.
CQ00807;UC-4;Report-oriented outputs and reproducible SPARQL question patterns;Retrieval;List ingestion jobs associated with UC-4 during Report-oriented outputs and reproducible SPARQL question patterns filtered by method.
CQ00809;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Retrieve HTTP requests associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by dataset.
CQ00810;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Retrieve HTTP requests associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of cookies.
CQ00811;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Retrieve HTTP requests associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by method.
CQ00812;UC-4;Finding-centric triage and vulnerability-based aggregation;Retrieval;Enumerate HTTP requests associated with UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by presence of parameters.
CQ00813;UC-4;Finding-centric triage and vulnerability-based aggregation;Quantification;Summarize the count of HTTP requests for UC-4 during Finding-centric triage and vulnerability-based aggregation filtered by method.
